0	43101677	43144
1	29595343	59309
2	22852926	68765
3	20991129	84301
4	19829806	99647
5	16740215	101047
6	14530198	102428
7	14025668	113110
8	14121266	128245
9	14369550	145146
10	13746037	152888
11	12709345	154364
12	12490855	164519
13	12281726	174385
14	12338735	187899
15	12151370	197583
16	11921444	206169
17	12176294	223190
18	11706220	226725
19	11882065	242491
20	12025878	257960
21	11744386	264188
22	11915220	280501
23	11702211	287759
24	11760716	301556
25	11895748	317545
26	11776676	326793
27	11919031	343346
28	11575057	345702
29	11309385	349774
30	11242196	359657
31	11300415	373567
32	11058200	377373
33	10793836	379907
34	10850113	393527
35	10756838	401707
36	10527842	404496
37	10581801	417992
38	10666965	432894
39	10739186	447466
40	10683146	456735
41	10785941	472870
42	10874522	488614
43	10947976	503881
44	10768581	507420
45	10792021	520370
46	10760219	530671
47	10853811	547250
48	10876872	560427
49	10785516	567658
50	10849946	583084
51	10877982	596682
52	10912933	610755
53	10946660	624862
54	10807116	628985
55	10831248	642531
56	10869280	656997
57	10917813	672222
58	10988849	688992
59	11020240	703419
60	11034885	716856
61	11037458	729554
62	11045380	742645
63	11053806	755815
64	11044212	767779
65	11063956	781821
66	11019186	791302
67	10878078	793679
68	10898018	807694
69	10877530	818738
70	10805809	825847
71	10822041	839641
72	10836652	853371
73	10825094	865072
74	10846498	879445
75	10863689	893550
76	10838418	904180
77	10842121	917229
78	10855592	931152
79	10858500	944217
80	10859016	957105
81	10863435	970372
82	10846923	981782
83	10861056	995992
84	10822619	1005379
85	10834378	1019427
86	10804558	1029569
87	10808214	1042897
88	10785314	1053669
89	10773851	1065545
90	10768003	1077984
91	10783256	1092576
92	10797428	1107123
93	10805072	1121056
94	10807307	1134468
95	10801209	1147031
96	10776108	1157566
97	10747159	1167651
98	10737316	1179793
99	10745676	1193964
100	10744827	1207149
101	10722180	1217886
102	10736196	1232807
103	10736994	1246258
104	10726856	1258457
105	10723259	1271437
106	10715754	1283970
107	10713199	1297113
108	10721641	1311626
109	10698744	1322316
110	10707040	1336874
111	10715434	1351496
112	10710516	1364473
113	10708909	1377895
114	10692804	1389460
115	10687139	1402384
116	10664643	1413095
117	10646441	1424353
118	10647329	1438175
119	10622540	1448528
120	10623067	1462333
121	10597050	1472483
122	10610671	1488155
123	10619874	1503269
124	10615371	1516481
125	10608321	1529346
126	10607000	1543057
127	10603221	1556436
128	10581002	1567106
129	10585216	1581699
130	10568745	1593217
131	10559666	1605847
132	10544917	1617617
133	10537016	1630439
134	10531229	1643602
135	10523265	1656440
136	10516701	1669511
137	10518441	1683926
138	10505200	1695961
139	10503747	1709912
140	10481582	1720492
141	10488254	1735818
142	10470113	1747055
143	10476520	1762405
144	10468321	1775329
145	10451422	1786777
146	10442695	1799620
147	10435817	1812794
148	10437240	1827436
149	10443127	1842904
150	10412209	1851877
151	10397688	1863736
152	10384452	1875821
153	10356393	1885206
154	10345020	1897607
155	10318440	1907199
156	10308063	1919769
157	10304233	1933573
158	10297120	1946780
159	10274286	1957007
160	10268588	1970492
161	10260734	1983578
162	10240214	1994211
163	10227277	2006308
164	10222474	2020009
165	10214263	2033054
166	10201272	2045153
167	10185083	2056603
168	10159657	2066163
169	10145893	2078074
170	10146043	2092850
171	10142617	2106920
172	10124678	2117979
173	10112158	2130164
174	10105653	2143623
175	10088252	2154772
176	10069359	2165585
177	10068474	2180277
178	10046519	2190410
179	10034396	2202672
180	10017434	2213865
181	10010792	2227340
182	9992574	2238238
183	9984780	2251470
184	9984492	2266418
185	9976651	2279677
186	9963474	2291721
187	9943124	2302102
188	9932127	2314638
189	9927684	2328716
190	9907636	2339132
191	9897549	2351892
192	9888192	2364834
193	9873360	2376466
194	9857822	2387919
195	9851052	2401500
196	9838963	2413792
197	9823466	2425244
198	9810476	2437309
199	9795278	2448819
200	9788336	2462397
201	9772193	2473663
202	9770629	2488629
203	9749953	2498731
204	9734912	2510260
205	9722184	2522380
206	9721498	2537642
207	9706987	2549309
208	9698151	2562469
209	9680321	2573250
210	9672724	2586748
211	9664459	2600083
212	9667097	2616380
213	9655652	2628892
214	9651640	2643442
215	9632270	2653788
216	9619166	2665848
217	9609180	2678774
218	9597555	2691247
219	9579699	2701966
220	9570489	2715119
221	9552168	2725683
222	9534222	2736334
223	9511154	2745487
224	9509910	2760941
225	9499441	2773738
226	9486778	2785897
227	9482534	2800541
228	9482002	2816314
229	9475310	2830287
230	9466412	2843616
231	9454368	2856007
232	9446044	2869528
233	9437715	2883062
234	9430846	2897057
235	9422325	2910561
236	9416842	2925021
237	9413777	2940261
238	9401883	2952759
239	9391868	2965853
240	9370687	2975409
241	9351929	2985708
242	9335408	2996703
243	9324864	3009612
244	9324861	3025948
245	9319358	3040533
246	9316167	3055900
